date,value
1988-01-19,106.498318
1988-01-20,106.850167
1988-01-21,107.522684
1988-01-22,107.518515
1988-01-25,107.874682
1988-01-26,107.957023
1988-01-27,107.929611
1988-01-28,108.330016
1988-01-29,108.921962
1988-02-01,110.016393
1988-02-02,109.476646
1988-02-03,111.044800
1988-02-04,111.293879
1988-02-05,112.359847
1988-02-08,111.398671
1988-02-09,111.016378
1988-02-10,112.150958
1988-02-11,112.130270
1988-02-12,111.891804
1988-02-15,111.427931
1988-02-16,111.481075
1988-02-17,111.170990
1988-02-18,111.563507
1988-02-19,112.544485
1988-02-22,113.703146
1988-02-23,113.787384
1988-02-24,113.650263
1988-02-25,113.064450
1988-02-26,113.345652
1988-02-29,113.914869
1988-03-01,113.447764
1988-03-02,112.602391
1988-03-03,112.359449
1988-03-04,112.354105
1988-03-07,112.309516
1988-03-08,111.935133
1988-03-09,111.757248
1988-03-10,111.785118
1988-03-11,111.347840
1988-03-14,110.985779
1988-03-15,111.702118
1988-03-16,111.466909
1988-03-17,111.592259
1988-03-18,112.153436
1988-03-21,111.809118
1988-03-22,112.597132
1988-03-23,112.681330
1988-03-24,112.749363
1988-03-25,113.210268
1988-03-28,113.495340
1988-03-29,113.201637
1988-03-30,113.573432
1988-03-31,113.657885
1988-04-05,113.184827
1988-04-06,113.040691
1988-04-07,113.284289
1988-04-08,112.861498
1988-04-11,112.978172
1988-04-12,112.843541
1988-04-13,113.100320
1988-04-14,112.970651
1988-04-15,113.258816
1988-04-18,113.030063
1988-04-19,113.221176
1988-04-20,113.195109
1988-04-21,113.705709
1988-04-22,114.073864
1988-04-25,114.097265
1988-04-26,113.962623
1988-04-27,114.043665
1988-04-28,112.217237
1988-04-29,111.070345
1988-05-02,112.028503
1988-05-03,111.948543
1988-05-04,111.964037
1988-05-05,111.632464
1988-05-06,111.499959
1988-05-09,111.559647
1988-05-10,111.506983
1988-05-11,111.135887
1988-05-13,111.369090
1988-05-16,111.851752
1988-05-17,112.041487
1988-05-18,112.085614
1988-05-19,111.820319
1988-05-20,111.948689
1988-05-24,112.385663
1988-05-25,112.271686
1988-05-26,112.517951
1988-05-27,113.050260
1988-05-30,113.957578
1988-05-31,113.642238
1988-06-01,114.098829
1988-06-02,114.222000
1988-06-03,114.447467
1988-06-06,114.537536
1988-06-07,114.305167
1988-06-08,114.792534
1988-06-09,115.443390
1988-06-10,115.305600
1988-06-13,115.511922
1988-06-14,116.464128
1988-06-15,115.989028
1988-06-16,116.138779
1988-06-17,115.872503
1988-06-20,115.638313
1988-06-21,116.384110
1988-06-22,116.901156
1988-06-23,116.741562
1988-06-27,116.988765
1988-06-28,116.365865
1988-06-29,116.335823
1988-06-30,116.325931
1988-07-01,116.329563
1988-07-04,116.232037
1988-07-05,116.289623
1988-07-06,116.221974
1988-07-07,115.930536
1988-07-08,115.604055
1988-07-11,115.866957
1988-07-12,115.794810
1988-07-13,115.773641
1988-07-14,115.768039
1988-07-15,115.833397
1988-07-18,115.720189
1988-07-19,115.449510
1988-07-20,115.378981
1988-07-21,115.307360
1988-07-22,115.414419
1988-07-25,115.634488
1988-07-26,115.456009
1988-07-27,115.096135
1988-07-28,114.872891
1988-07-29,115.092148
1988-08-01,115.050526
1988-08-02,114.809217
1988-08-03,114.204672
1988-08-04,114.668350
1988-08-05,114.799800
1988-08-08,114.022245
1988-08-09,114.142132
1988-08-10,112.967895
1988-08-11,112.959722
1988-08-12,113.464744
1988-08-15,113.241447
1988-08-16,113.152204
1988-08-17,113.438386
1988-08-18,113.787426
1988-08-19,113.931313
1988-08-22,113.996416
1988-08-23,114.134719
1988-08-24,114.311118
1988-08-25,113.400344
1988-08-26,113.547750
1988-08-29,114.327775
1988-08-30,114.648243
1988-08-31,115.132205
1988-09-01,114.419135
1988-09-02,114.303126
1988-09-05,115.500165
1988-09-06,115.703561
1988-09-07,116.195417
1988-09-08,115.787079
1988-09-09,115.919977
1988-09-12,116.052671
1988-09-13,115.253143
1988-09-14,115.564950
1988-09-15,115.498421
1988-09-16,115.336351
1988-09-19,116.149415
1988-09-20,116.122929
1988-09-21,116.640272
1988-09-22,117.166476
1988-09-23,116.636203
1988-09-26,116.160945
1988-09-27,116.211291
1988-09-28,115.884467
1988-09-29,115.776888
1988-09-30,115.955634
1988-10-03,115.908951
1988-10-04,115.548015
1988-10-05,115.338995
1988-10-06,115.878070
1988-10-07,116.209432
1988-10-10,116.731061
1988-10-11,116.814520
1988-10-12,116.944445
1988-10-13,116.800332
1988-10-14,117.137835
1988-10-17,117.293223
1988-10-18,117.381061
1988-10-19,117.236313
1988-10-20,117.781129
1988-10-21,118.535655
1988-10-24,120.660376
1988-10-25,121.793220
1988-10-26,121.123291
1988-10-27,120.929674
1988-10-28,120.818554
1988-10-31,121.007885
1988-11-01,121.830190
1988-11-02,122.370427
1988-11-03,121.981448
1988-11-04,122.322638
1988-11-07,121.145562
1988-11-08,121.186862
1988-11-09,120.412624
1988-11-10,120.589208
1988-11-11,120.535453
1988-11-14,120.642562
1988-11-15,120.986124
1988-11-16,121.241717
1988-11-17,121.208868
1988-11-18,121.294197
1988-11-21,121.765919
1988-11-22,122.116366
1988-11-23,121.900303
1988-11-24,121.733115
1988-11-25,121.149686
1988-11-28,121.042770
1988-11-29,121.206545
1988-11-30,121.648937
1988-12-01,121.734543
1988-12-02,121.706200
1988-12-05,121.866379
1988-12-06,122.097513
1988-12-07,122.468117
1988-12-08,122.452684
1988-12-09,122.583327
1988-12-12,122.633567
1988-12-13,122.495638
1988-12-14,122.112476
1988-12-15,122.437717
1988-12-16,122.952678
1988-12-19,123.309775
1988-12-20,124.083049
1988-12-21,124.432542
1988-12-22,124.659744
1988-12-23,124.918552
1988-12-27,125.474089
1988-12-28,125.520716
1988-12-29,125.984913
1988-12-30,125.986909
1989-01-02,125.697868
1989-01-03,127.578066
1989-01-04,127.686186
1989-01-05,127.655090
1989-01-09,128.857254
1989-01-10,131.258500
1989-01-11,131.529009
1989-01-12,130.343775
1989-01-13,130.828306
1989-01-16,130.402809
1989-01-17,131.145506
1989-01-18,130.881465
1989-01-19,130.349343
1989-01-20,130.294356
1989-01-23,130.636005
1989-01-24,131.221835
1989-01-25,131.701557
1989-01-26,131.616042
1989-01-27,131.558936
1989-01-30,132.135874
1989-01-31,132.412223
1989-02-01,132.059312
1989-02-02,131.689856
1989-02-03,131.651646
1989-02-06,131.713586
1989-02-07,131.922588
1989-02-08,132.429867
1989-02-09,132.496324
1989-02-10,132.878994
1989-02-13,132.088614
1989-02-14,131.476477
1989-02-15,131.292322
1989-02-16,130.746958
1989-02-17,130.893178
1989-02-20,130.339887
1989-02-21,129.794604
1989-02-22,129.035565
1989-02-23,128.934665
1989-02-24,127.995281
1989-02-27,127.117192
1989-02-28,126.953008
1989-03-01,127.174236
1989-03-02,127.143754
1989-03-03,126.990183
1989-03-06,127.242921
1989-03-07,127.683195
1989-03-08,127.306359
1989-03-09,125.669336
1989-03-10,125.166681
1989-03-13,125.618202
1989-03-14,126.535294
1989-03-15,126.078561
1989-03-16,125.238166
1989-03-17,125.552287
1989-03-20,124.317329
1989-03-21,124.343916
1989-03-22,125.175830
1989-03-23,125.218435
1989-03-28,125.687041
1989-03-29,125.964640
1989-03-30,125.840147
1989-03-31,125.661700
1989-04-03,126.050222
1989-04-04,126.251534
1989-04-05,126.322344
1989-04-06,126.319867
1989-04-07,126.090558
1989-04-10,125.493906
1989-04-11,125.522657
1989-04-12,124.198841
1989-04-13,124.142709
1989-04-14,123.796520
1989-04-17,125.544489
1989-04-18,126.059784
1989-04-19,125.852976
1989-04-20,126.866539
1989-04-21,125.401778
1989-04-24,124.432210
1989-04-25,124.843992
1989-04-26,124.188430
1989-04-27,125.487623
1989-04-28,125.320038
1989-05-02,125.043345
1989-05-03,125.086488
1989-05-05,125.008120
1989-05-08,124.835702
1989-05-09,125.737258
1989-05-10,125.785398
1989-05-12,125.271927
1989-05-16,125.437315
1989-05-17,125.083580
1989-05-18,125.104731
1989-05-19,125.662540
1989-05-22,126.746156
1989-05-23,127.943725
1989-05-24,128.981467
1989-05-25,128.034929
1989-05-26,127.146517
1989-05-29,127.889805
1989-05-30,127.928998
1989-05-31,128.046581
1989-06-01,127.622877
1989-06-02,126.858536
1989-06-05,126.874979
1989-06-06,126.476602
1989-06-07,126.794628
1989-06-08,126.697499
1989-06-09,126.889542
1989-06-12,126.604397
1989-06-13,126.854791
1989-06-14,127.115570
1989-06-15,126.234060
1989-06-16,126.227710
1989-06-19,125.806618
1989-06-20,125.629324
1989-06-21,125.627964
1989-06-22,126.160245
1989-06-26,125.324034
1989-06-27,125.107673
1989-06-28,125.631070
1989-06-29,125.141798
1989-06-30,124.969780
1989-07-03,125.166749
1989-07-04,125.725521
1989-07-05,125.669562
1989-07-06,126.009032
1989-07-07,125.672727
1989-07-10,125.812227
1989-07-11,126.060083
1989-07-12,126.409040
1989-07-13,126.653896
1989-07-14,126.771567
1989-07-17,126.564495
1989-07-18,126.852253
1989-07-19,126.650383
1989-07-20,126.589725
1989-07-21,126.978153
1989-07-24,127.146072
1989-07-25,127.044684
1989-07-26,127.066376
1989-07-27,127.378207
1989-07-28,127.846745
1989-07-31,127.739107
1989-08-01,128.505978
1989-08-02,129.005923
1989-08-03,129.096777
1989-08-04,128.886257
1989-08-07,128.855523
1989-08-08,128.844183
1989-08-09,128.717234
1989-08-10,128.890997
1989-08-11,129.107972
1989-08-14,129.003181
1989-08-15,129.748619
1989-08-16,130.046281
1989-08-17,129.862013
1989-08-18,129.483747
1989-08-21,128.907590
1989-08-22,128.753093
1989-08-23,129.104260
1989-08-24,130.186242
1989-08-25,129.882531
1989-08-28,129.936048
1989-08-29,129.785936
1989-08-30,129.933148
1989-08-31,130.279325
1989-09-01,130.152543
1989-09-04,130.272062
1989-09-05,129.938102
1989-09-06,129.585660
1989-09-07,129.672928
1989-09-08,129.768933
1989-09-11,129.294824
1989-09-12,129.465381
1989-09-13,129.790638
1989-09-14,129.854335
1989-09-15,130.325541
1989-09-18,131.059232
1989-09-19,130.853916
1989-09-20,131.303261
1989-09-21,131.500024
1989-09-22,131.846856
1989-09-25,131.258624
1989-09-26,131.222845
1989-09-27,131.149798
1989-09-28,131.114193
1989-09-29,130.526451
1989-10-02,130.576210
1989-10-03,130.946147
1989-10-04,130.446772
1989-10-05,130.307930
1989-10-06,130.547487
1989-10-09,130.843512
1989-10-10,130.727969
1989-10-11,130.100771
1989-10-12,128.391324
1989-10-13,127.738043
1989-10-16,128.376925
1989-10-17,127.785444
1989-10-18,127.733613
1989-10-19,127.128174
1989-10-20,126.442537
1989-10-23,125.291543
1989-10-24,126.017708
1989-10-25,126.708170
1989-10-26,126.141849
1989-10-27,126.365042
1989-10-30,126.005034
1989-10-31,125.805689
1989-11-01,125.755594
1989-11-02,125.364548
1989-11-03,124.804886
1989-11-06,123.894860
1989-11-07,124.110067
1989-11-08,124.809636
1989-11-09,125.221167
1989-11-10,125.029232
1989-11-13,122.007869
1989-11-14,118.543425
1989-11-15,117.011104
1989-11-16,116.568908
1989-11-17,116.950269
1989-11-20,116.969858
1989-11-21,113.617153
1989-11-22,112.525914
1989-11-23,114.308065
1989-11-24,113.708435
1989-11-27,112.914791
1989-11-28,113.745093
1989-11-29,113.326415
1989-11-30,113.472536
1989-12-01,111.781960
1989-12-04,111.548259
1989-12-05,112.198178
1989-12-06,111.808828
1989-12-07,113.364339
1989-12-08,113.348902
1989-12-11,113.462467
1989-12-12,113.666355
1989-12-13,113.049995
1989-12-14,114.172230
1989-12-15,113.673605
1989-12-18,113.215088
1989-12-19,113.418531
1989-12-20,113.397512
1989-12-21,113.580252
1989-12-22,113.495924
1989-12-27,113.240351
1989-12-28,111.861961
1989-12-29,111.036621
1990-01-02,109.746201
1990-01-03,111.367533
1990-01-04,110.628587
1990-01-05,110.409616
1990-01-08,110.801663
1990-01-09,111.655755
1990-01-10,110.870136
1990-01-11,109.694421
1990-01-12,109.660112
1990-01-15,109.814989
1990-01-16,110.359169
1990-01-17,110.044288
1990-01-18,109.577653
1990-01-19,108.874726
1990-01-22,108.989572
1990-02-19,99.928625
1990-02-20,100.892413
1990-02-21,101.040442
1990-02-22,101.439710
1990-02-23,101.713151
1990-02-26,101.217969
1990-02-27,101.954256
1990-02-28,103.031888
1990-03-01,102.956126
1990-03-02,102.869521
1990-03-05,102.663936
1990-03-06,102.468434
1990-03-07,101.444691
1990-03-08,101.357452
1990-03-09,101.670050
1990-03-12,101.635874
1990-03-13,101.821719
1990-03-14,101.457626
1990-03-15,101.687635
1990-03-16,101.435049
1990-03-19,101.325968
1990-03-20,101.310527
1990-03-21,101.411647
1990-03-22,101.582213
1990-03-23,101.625349
1990-03-26,101.628105
1990-03-27,102.912022
1990-03-28,102.552744
1990-03-29,102.658865
1990-03-30,102.544226
1990-04-02,102.628649
1990-04-03,102.993025
1990-04-04,103.746987
1990-04-05,104.184643
1990-04-06,106.898274
1990-04-09,106.753593
1990-04-10,105.373578
1990-04-11,104.663679
1990-04-12,105.301564
1990-04-17,105.393593
1990-04-18,104.587459
1990-04-19,104.578487
1990-04-20,105.745552
1990-04-23,105.706717
1990-04-24,105.376775
1990-04-25,105.263629
1990-04-26,105.126651
1990-04-27,105.254552
1990-04-30,105.193513
1990-05-02,105.106726
1990-05-03,106.771765
1990-05-04,107.444028
1990-05-07,107.702531
1990-05-08,107.709142
1990-05-09,108.586318
1990-05-10,108.661025
1990-05-11,108.483324
1990-05-14,109.056237
1990-05-15,109.227833
1990-05-16,111.222307
1990-05-17,112.386287
1990-05-18,112.520891
1990-05-21,112.262028
1990-05-22,112.020946
1990-05-23,112.196103
1990-05-25,112.780772
1990-05-28,112.802233
1990-05-29,112.127529
1990-05-30,111.267766
1990-05-31,111.762978
1990-06-01,111.917715
1990-06-05,113.035064
1990-06-06,113.330227
1990-06-07,113.802825
1990-06-08,114.207609
1990-06-11,114.307562
1990-06-12,114.356956
1990-06-13,114.550805
1990-06-14,115.173097
1990-06-15,116.310572
1990-06-18,115.678082
1990-06-19,117.012619
1990-06-20,117.581406
1990-06-21,117.962774
1990-06-25,119.253014
1990-06-26,118.798172
1990-06-27,119.244244
1990-06-28,118.888016
1990-06-29,118.333359
1990-07-02,117.794827
1990-07-03,117.543305
1990-07-04,117.751477
1990-07-05,117.768858
1990-07-06,117.773436
1990-07-09,116.923844
1990-07-10,116.235913
1990-07-11,116.136127
1990-07-12,116.074881
1990-07-13,116.176023
1990-07-16,117.029482
1990-07-17,118.757841
1990-07-18,119.245060
1990-07-19,119.099511
1990-07-20,118.826355
1990-07-23,118.136599
1990-07-24,118.158236
1990-07-25,117.910948
1990-07-26,118.214022
1990-07-27,117.795739
1990-07-30,118.538015
1990-07-31,118.487231
1990-08-01,118.744344
1990-08-02,118.334273
1990-08-03,118.339003
1990-08-06,116.512571
1990-08-07,115.060953
1990-08-08,113.528910
1990-08-09,113.967322
1990-08-10,115.372875
1990-08-13,114.578221
1990-08-14,114.786536
1990-08-15,115.446397
1990-08-16,114.402668
1990-08-17,113.114559
1990-08-20,112.061410
1990-08-21,111.242362
1990-08-22,111.961220
1990-08-23,109.672256
1990-08-24,109.841896
1990-08-27,111.857097
1990-08-28,113.351020
1990-08-29,112.288013
1990-08-30,112.675423
1990-08-31,112.849301
1990-09-03,112.888679
1990-09-04,112.647522
1990-09-05,112.540238
1990-09-06,112.071099
1990-09-07,112.021507
1990-09-10,112.797592
1990-09-11,112.662142
1990-09-12,113.120162
1990-09-13,114.238480
1990-09-14,113.879889
1990-09-17,113.211087
1990-09-18,113.364387
1990-09-19,113.959340
1990-09-20,113.941099
1990-09-21,113.393333
1990-09-24,112.628564
1990-09-25,112.619300
1990-09-26,112.925054
1990-09-27,113.054338
1990-09-28,112.161560
1990-10-01,113.325800
1990-10-02,114.405309
1990-10-03,114.127837
1990-10-04,114.188512
1990-10-05,114.312993
1990-10-08,115.871959
1990-10-09,114.599543
1990-10-10,114.551262
1990-10-11,113.920681
1990-10-12,113.061389
1990-10-15,112.251162
1990-10-16,111.991017
1990-10-17,110.990845
1990-10-18,112.523849
1990-10-19,113.255529
1990-10-22,114.138744
1990-10-23,115.158527
1990-10-24,114.858580
1990-10-25,114.943930
1990-10-26,115.086851
1990-10-29,114.573541
1990-10-30,114.676139
1990-10-31,115.085193
1990-11-01,116.248565
1990-11-02,116.684904
1990-11-05,118.319508
1990-11-06,118.243586
1990-11-07,119.571252
1990-11-08,119.111843
1990-11-09,118.941500
1990-11-12,119.387293
1990-11-13,119.461643
1990-11-14,118.546364
1990-11-15,118.547821
1990-11-16,119.462794
1990-11-19,120.925540
1990-11-20,121.652589
1990-11-21,121.577946
1990-11-22,121.439677
1990-11-23,122.204418
1990-11-26,121.797782
1990-11-27,122.245009
1990-11-28,121.535347
1990-11-29,121.238362
1990-11-30,122.269621
1990-12-03,123.145544
1990-12-04,123.280485
1990-12-05,124.233231
1990-12-06,125.971030
1990-12-07,125.745125
1990-12-10,125.941377
1990-12-11,127.220425
1990-12-12,128.277763
1990-12-13,128.643023
1990-12-14,127.965042
1990-12-17,127.267172
1990-12-18,127.693477
1990-12-19,128.318631
1990-12-20,127.459112
1990-12-21,127.762942
1990-12-27,127.356265
1990-12-28,128.218057
1991-01-02,127.990549
1991-01-03,128.040964
1991-01-04,128.384551
1991-01-07,127.931140
1991-01-08,127.314803
1991-01-09,129.231501
1991-01-10,129.491840
1991-01-11,132.175075
1991-01-14,130.772380
1991-01-15,130.558670
1991-01-16,131.053284
1991-01-17,137.859155
1991-01-18,136.428874
1991-01-21,135.572112
1991-01-22,139.100320
1991-01-23,139.875847
1991-01-24,140.669629
1991-01-25,141.204409
1991-01-28,141.438960
1991-01-29,141.690550
1991-01-30,141.203616
1991-01-31,142.111524
1991-02-01,144.880000
1991-02-04,145.683236
1991-02-05,145.057483
1991-02-06,144.567522
1991-02-07,143.786114
1991-02-08,143.413943
1991-02-11,145.120982
1991-02-12,144.883139
1991-02-13,144.822373
1991-02-14,146.513806
1991-02-15,147.924321
1991-02-18,150.242076
1991-02-19,151.099565
1991-02-20,151.502162
1991-02-21,149.519642
1991-02-22,151.298815
1991-02-25,150.737985
1991-02-26,149.482573
1991-02-27,148.627159
1991-02-28,147.602118
1991-03-01,146.572619
1991-03-04,147.755001
1991-03-05,146.610231
1991-03-06,146.870746
1991-03-07,147.571696
1991-03-08,148.136745
1991-03-11,149.138732
1991-03-12,148.268404
1991-03-13,147.185739
1991-03-14,146.632593
1991-03-15,146.139937
1991-03-18,145.637125
1991-03-19,143.371518
1991-03-20,143.212112
1991-03-21,145.008964
1991-03-22,145.976545
1991-03-25,144.656289
1991-03-26,144.348003
1991-03-27,144.884462
1991-03-28,144.606900
1991-04-02,144.740896
1991-04-03,146.345694
1991-04-04,145.259840
1991-04-05,144.972205
1991-04-08,146.877255
1991-04-09,146.313558
1991-04-10,146.844236
1991-04-11,147.132224
1991-04-12,147.528830
1991-04-15,147.679872
1991-04-16,146.858454
1991-04-17,146.702679
1991-04-18,146.003375
1991-04-19,145.995096
1991-04-22,147.231586
1991-04-23,147.596461
1991-04-24,148.334045
1991-04-25,148.212539
1991-04-26,148.743220
1991-04-29,148.862565
1991-04-30,148.719488
1991-05-02,151.410981
1991-05-03,151.680298
1991-05-06,151.594616
1991-05-07,152.880548
1991-05-08,151.921301
1991-05-10,153.355372
1991-05-13,154.166339
1991-05-14,153.781063
1991-05-15,154.169478
1991-05-16,156.001039
1991-05-17,156.704623
1991-05-21,165.003521
1991-05-22,163.921812
1991-05-23,163.912575
1991-05-24,164.649771
1991-05-27,164.599036
1991-05-28,164.399599
1991-05-29,164.907465
1991-05-30,165.973200
1991-05-31,166.394421
1991-06-03,168.307466
1991-06-04,166.277122
1991-06-05,164.773558
1991-06-06,165.192186
1991-06-07,164.142082
1991-06-10,163.267485
1991-06-11,163.683005
1991-06-12,164.115394
1991-06-13,164.231245
1991-06-14,163.359459
1991-06-17,161.948250
1991-06-18,162.799180
1991-06-19,162.979177
1991-06-20,162.913691
1991-06-24,162.905138
1991-06-25,163.050115
1991-06-26,162.954728
1991-06-27,162.817531
1991-06-28,162.838223
1991-07-01,163.786199
1991-07-02,163.274466
1991-07-03,163.178992
1991-07-04,163.300162
1991-07-05,163.168023
1991-07-08,162.667008
1991-07-09,163.226357
1991-07-10,163.826621
1991-07-11,164.944282
1991-07-12,164.964837
1991-07-15,165.289109
1991-07-16,165.638431
1991-07-17,165.922646
1991-07-18,165.586296
1991-07-19,165.607440
1991-07-22,164.799470
1991-07-23,164.377539
1991-07-24,164.730584
1991-07-25,164.698258
1991-07-26,164.529735
1991-07-29,163.989278
1991-07-30,163.439490
1991-07-31,162.551989
1991-08-01,162.257093
1991-08-02,163.110494
1991-08-05,163.361645
1991-08-06,162.839453
1991-08-07,164.567733
1991-08-08,164.111668
1991-08-09,164.773370
1991-08-12,163.653562
1991-08-13,164.676065
1991-08-14,166.263048
1991-08-15,166.043954
1991-08-16,165.917666
1991-08-19,164.159982
1991-08-20,165.289802
1991-08-21,166.123321
1991-08-22,166.559094
1991-08-23,165.404779
1991-08-26,166.338621
1991-08-27,167.920868
1991-08-28,167.671480
1991-08-29,168.685839
1991-08-30,168.380410
1991-09-02,167.890641
1991-09-03,167.592381
1991-09-04,166.700045
1991-09-05,168.211082
1991-09-06,169.228565
1991-09-09,171.005492
1991-09-10,171.194092
1991-09-11,171.161667
1991-09-12,173.296691
1991-09-13,173.202183
1991-09-16,171.872852
1991-09-17,172.435881
1991-09-18,175.154377
1991-09-19,176.061493
1991-09-20,177.164943
